timestampLON,Donald Trump,Joe Biden,probTrump,probBiden,Total
2020/8/23 14:15,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 14:20,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 14:25,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 14:30,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 14:35,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 14:40,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 14:45,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 14:50,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 14:55,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 15:00,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 15:05,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 15:10,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 15:15,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 15:20,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 15:25,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 15:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 15:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 15:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 15:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 15:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 15:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 16:50,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 16:55,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:00,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:05,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:10,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:15,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:20,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:25,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:30,2.35,1.8,0.425531915,0.555555556,0.98108747
2020/8/23 17:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 17:40,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 17:45,2.36,1.8,0.423728814,0.555555556,0.979284369
2020/8/23 17:50,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 17:55,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:00,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:05,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:10,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:15,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:20,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:25,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:30,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:35,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:40,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:45,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:50,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 18:55,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:00,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:05,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:10,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:15,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:20,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:25,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:30,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 19:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 19:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 19:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 19:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 19:55,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:00,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:05,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:10,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:15,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:20,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:25,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:30,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:35,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:40,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:45,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:50,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 20:55,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:00,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:05,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:10,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:15,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:20,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:25,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:30,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:35,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:40,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:45,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:50,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 21:55,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 22:00,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 22:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 22:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 22:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 22:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 22:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 22:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 22:35,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 22:40,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 22:45,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 22:50,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 22:55,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:00,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:05,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:10,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:15,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:20,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:25,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:30,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:35,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:40,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:45,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:50,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/23 23:55,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 0:00,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 0:05,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 0:10,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 0:15,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 0:20,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 0:25,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 0:30,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 0:35,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 0:40,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 0:45,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 0:50,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 0:55,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:00,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:05,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:10,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:15,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:20,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:25,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:30,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:35,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:40,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:45,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:50,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 1:55,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 2:00,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 2:05,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 2:10,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 2:15,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 2:20,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 2:25,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 2:30,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 2:35,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 2:40,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 2:45,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 2:50,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 2:55,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:00,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:05,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:10,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:15,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:20,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:25,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:30,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:35,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:40,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:45,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:50,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 3:55,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:00,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:05,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:10,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:15,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:20,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:25,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:30,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:35,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:40,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:45,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:50,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 4:55,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 5:00,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 5:05,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 5:10,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 5:15,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 5:20,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 5:25,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 5:30,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 5:35,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 5:40,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 5:45,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 5:50,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 5:55,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:00,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:05,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:10,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:15,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:20,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:25,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:30,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:35,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 6:40,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 6:45,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 6:50,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 6:55,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/24 7:00,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 7:05,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 7:10,2.33,1.82,0.429184549,0.549450549,0.978635099
2020/8/24 7:15,2.33,1.82,0.429184549,0.549450549,0.978635099
